virus_unid	human_unid	pred_score	pred_label
YP_004013957.1	A1IGU5	5.753247e-05	0
YP_009333210.1	O75448	0.0015578408	0
YP_009252253.1	Q9H756	2.1065674e-08	0
YP_009222.1	Q8IZP7	9.6442556e-05	0
YP_009513026.1	P20273	0.00015649901	0
AAC64686.1	Q9BS40	0.022753755	0
AP_000241.1	P51449	0.32415116	0
YP_009217.1	Q8WU17	0.36153355	0
YP_009703082.1	P57739	1.42082645e-05	0
ACN89701.1	P22001	2.3999455e-08	0
AAY68303.1	P18433	0.043611716	0
NP_570172.1	P54274	0.00016236489	0
CAP08166.1	Q9BS40	0.01929355	0
ACN89706.1	Q9NNX1	0.009101876	0
ABI74615.1	Q5GH72	2.6285259e-06	0
YP_010113329.1	Q96EQ8	0.13243687	0
AFD22146.1	A2RUB6	0.035996124	0
AAD21330.1	Q13241	1.6766565e-08	0
ACN89684.1	Q9BWT3	0.00092524156	0
YP_009552099.1	Q6KF10	7.8306596e-07	0
YP_182387.1	Q7RTR0	2.074232e-05	0
YP_068307.1	Q9UK73	0.042704213	0
YP_003896053.1	O95711	0.0018638985	0
AAT95217.1	O15455	1.5973224e-07	0
ACN89708.1	Q5TEU4	1.618903e-07	0
YP_007518068.1	P21246	1.8703384e-05	0
YP_010097115.1	Q6P587	6.3173093e-06	0
AP_000061.1	P98174	5.1458846e-05	0
YP_010097694.1	Q96PT4	1.1036632e-07	0
YP_010097648.1	Q96LW7	0.40714234	0
YP_010097133.1	Q96EP9	2.028074e-07	0
YP_009449560.1	Q8NCD3	0.8021925	1
YP_003587829.1	O43502	0.001025997	0
YP_214096.1	P78562	0.0094816275	0
YP_214021.1	O15440	4.6071823e-06	0
AFD21944.1	O95696	0.00013361889	0
NP_570282.1	Q8WTT2	9.333425e-05	0
CAP08121.1	O00461	0.0013121619	0
AP_000608.1	P30556	6.2909194e-08	0
AP_000234.1	P22004	3.5414016e-07	0
YP_009054986.1	Q9GZY6	6.847221e-07	0
AFL47806.1	P32249	1.1841644e-10	0
NP_570302.1	Q96K75	1.0193379e-06	0
AFL47801.1	Q8NCD3	0.00014218624	0
YP_009703099.1	P09629	0.00030265268	0
AP_000056.1	P32249	3.771468e-09	0
YP_009703076.1	Q9Y3C0	0.000101466285	0
AAD21368.1	Q9NRP7	0.018373843	0
AEV55039.1	Q8N9F7	0.00017894214	0
YP_182339.1	P34820	3.7296377e-05	0
YP_068167.1	Q6N043	2.3549639e-07	0
YP_009208.1	Q8IZI9	7.901265e-06	0
YP_182357.1	Q9BRR6	0.0005157388	0
YP_009111411.1	P23786	0.136167	0
AFD21904.1	Q9BY71	5.5748063e-07	0
YP_010097119.1	Q6P531	8.061262e-08	0
BAA82934.1	Q96CG8	0.00786912	0
YP_068100.1	Q9UHB4	7.249537e-07	0
AP_000337.1	Q9H5L6	0.037234332	0
AEV54961.1	Q9BUY7	0.0002452198	0
ACN89728.1	Q8TEV9	6.238405e-05	0
YP_009703108.1	Q6NT89	3.2625992e-06	0
BAA82930.1	Q8IXL7	0.002968505	0
YP_009513221.1	P43628	1.3614695e-06	0
YP_068179.1	Q9H9A5	1.0842048e-05	0
YP_009337827.1	P41220	0.0006004442	0
AAA47562.1	Q9BQY9	0.007034757	0
NP_108676.1	Q9BYN7	4.0339473e-06	0
YP_005296285.1	Q9BY12	7.7952545e-06	0
YP_182360.1	Q2HXU8	6.518419e-05	0
AEV55020.1	O75379	1.3095349e-05	0
AEV55049.1	Q969F1	0.0004022384	0
YP_009344897.1	Q9Y3C0	4.9415292e-05	0
NP_598362.1	Q9HAW4	0.055081543	0
CAP08120.1	B9A014	0.008677216	0
NP_570798.1	Q9Y576	0.0007111368	0
AFD22080.1	Q9UGI6	0.010809259	0
YP_006589918.1	P22531	5.4171513e-05	0
AFD22099.1	Q9NR50	0.062633775	0
AEV55024.1	P28328	4.8253432e-06	0
YP_008492967.1	Q0VF96	0.9036935	1
AP_000233.1	Q86SQ7	0.9434507	1
YP_009703069.1	Q969T9	0.00030793122	0
YP_009109734.1	Q9BY19	2.5754248e-06	0
YP_068320.1	Q5T2D2	0.00013121509	0
YP_009094041.1	Q96QE5	6.166448e-05	0
AFD22066.1	Q50LG9	3.7935138e-06	0
YP_007985639.1	O15297	0.00018804774	0
YP_008520233.1	O15530	1.1160617e-07	0
NP_044195.1	Q9BRP4	2.7116378e-06	0
YP_001033970.1	Q16270	0.068919316	0
YP_009344949.1	Q13671	0.0002117224	0
YP_068274.1	Q9UHF5	0.00014304106	0
YP_009252301.1	P29376	0.0004682783	0
NP_047409.1	O00142	2.65839e-05	0
AEV55075.1	Q9UHF5	2.5946465e-06	0
YP_214089.1	P15085	2.473583e-05	0
YP_214062.1	Q8WWU7	0.32024136	0
YP_010097638.1	Q9BRP4	2.2890751e-07	0
YP_004123754.1	P32239	1.8277197e-08	0
YP_010097646.1	Q9NZP8	8.738998e-07	0
YP_009513241.1	Q14C87	0.0004380913	0
YP_004346933.1	O75448	0.0001359089	0
YP_010097652.1	A5PKW4	3.049642e-06	0
AKA97943.1	Q96DC8	9.58108e-05	0
AFD21880.1	O15519	0.06972503	0
YP_182409.2	Q9UNW8	1.6418663e-09	0
YP_001033967.1	Q9Y4C2	6.42074e-06	0
YP_009252235.1	Q9H4A9	1.948931e-06	0
YP_010097670.1	Q9Y6K1	3.520371e-05	0
NP_066870.1	Q9BUY7	0.072258756	0
YP_009703064.1	Q9BRT2	3.618373e-05	0
YP_001033963.1	Q6NUS6	6.948844e-07	0
YP_068275.1	P09919	4.114302e-06	0
YP_005296215.1	Q9H813	0.00012407762	0
YP_005296250.1	Q9Y663	5.9989047e-06	0
YP_009140485.1	O43502	0.0015474433	0
YP_182395.2	Q6ZS17	0.40239188	0
AIY35075.1	Q8N5J2	4.2515538e-05	0
YP_010113358.1	Q02556	1.6357022e-06	0
CAP08082.1	P17405	0.076493226	0
YP_005296360.1	Q9NQX0	0.0042949263	0
YP_009344948.1	Q92753	0.045684233	0
YP_214152.1	O76041	0.0014536047	0
AIY35091.1	O43301	0.37916458	0
YP_068257.1	Q8WTR2	8.9321964e-07	0
YP_214151.1	P32249	4.449369e-10	0
YP_214052.1	O43290	0.00010975698	0
YP_001033938.1	Q9NNX1	0.22788002	0
CAP08098.1	P33032	9.680543e-07	0
AFD21935.1	Q99551	0.0014896308	0
YP_009252244.1	Q8ND71	1.0124302e-05	0
YP_009344890.1	Q9BUY7	4.795471e-05	0
YP_005296265.1	O75808	1.0883714e-05	0
YP_009344941.1	Q9BV44	8.479273e-06	0
YP_068246.1	Q9H8N7	0.0023219406	0
YP_010097088.1	Q8TF76	9.8201235e-05	0
YP_010113373.1	Q07687	1.7839577e-08	0
AAA47731.1	Q16819	0.0003631053	0
YP_009344943.1	P13612	5.2355563e-06	0
AEV55087.1	O15534	1.3087995e-05	0
YP_009344859.1	P01148	0.0032943944	0
YP_068309.1	O95707	4.481259e-05	0
CAP08135.1	Q5TEU4	4.1415874e-06	0
YP_001034007.1	Q6P1N9	3.0073597e-06	0
YP_068383.1	P31639	2.890557e-05	0
AFD21886.1	Q96PN8	1.7224451e-08	0
AIH06862.1	Q9BRT2	0.0010913855	0
YP_009140489.1	Q8N9N2	0.009275705	0
YP_009344901.1	P46736	0.0029299867	0
YP_068177.1	Q8IXW5	2.1982532e-06	0
AAD21388.1	Q8NHQ8	0.13442178	0
YP_068365.1	O15519	0.9930878	1
AFL47802.1	Q5XG87	1.4422819e-06	0
YP_010097632.1	Q9BRT2	9.369345e-07	0
YP_010097101.1	Q3B7T1	0.0008145293	0
YP_009703085.1	Q96AG3	2.0099662e-06	0
NP_570238.1	Q9NS66	1.2271332e-09	0
YP_214144.1	Q86TS9	1.2937898e-05	0
ACN89688.1	P09919	1.5952991e-06	0
AEJ22867.1	Q6P1L5	0.0923781	0
YP_007195269.1	Q96BH3	3.753687e-06	0
BAA82952.1	Q16566	0.0004907535	0
ACN89750.1	Q9HAD4	1.41680775e-05	0
NP_066840.1	P07498	0.33799738	0
YP_009252290.1	O75161	0.0021046544	0
YP_009703191.1	Q8WTR2	3.181998e-06	0
YP_068392.1	O75191	0.002277813	0
NP_015543.1	Q96CG8	9.0091016e-05	0
YP_009507376.1	O43716	0.0019332331	0
YP_009270626.1	P12018	3.0494236e-06	0
YP_009552044.1	Q6AI08	0.015255634	0
YP_068146.1	Q5TEU4	1.2247309e-05	0
YP_068162.1	Q9BZE9	0.06486564	0
YP_003587899.1	Q9P266	0.004274093	0
YP_009551894.1	P81277	9.484677e-05	0
NP_108656.1	Q5T5X7	1.2916518e-06	0
YP_182381.2	O60678	0.0011962919	0
NP_015537.1	Q96NS5	0.000533496	0
YP_009252234.1	P06850	6.8120835e-06	0
AAA47732.1	P16389	0.0005325977	0
YP_004346917.1	P32239	3.1650418e-07	0
YP_068155.1	Q92626	3.6799498e-05	0
YP_009703144.1	Q96CG8	0.00020712138	0
YP_009344914.1	O43286	7.809301e-05	0
AIY35076.1	P38606	0.0005523526	0
NP_015536.1	Q5GH72	1.8688068e-05	0
YP_214045.1	Q5VVH2	0.002000069	0
AAB59904.1	Q86Y91	0.95946604	1
YP_005296230.1	P35557	3.5950364e-08	0
YP_010097065.1	Q6ZVZ8	1.1140259e-08	0
YP_008493020.1	Q96SL1	2.1477344e-08	0
AIB07790.1	Q8TBE9	0.000110062596	0
YP_010097132.1	Q6UX15	3.532163e-06	0
NP_108665.1	P22460	7.1465133e-06	0
AEV54990.1	Q6PEW0	0.0008462225	0
ACN89752.1	P01213	7.6297365e-05	0
YP_009094044.1	Q8N2I2	2.0309342e-08	0
YP_008492971.1	Q63HN1	7.7991115e-07	0
YP_010097111.1	Q9NVH6	2.5035348e-07	0
YP_008492999.1	O95760	3.5849844e-05	0
BAA82904.1	Q16819	0.004235698	0
YP_009505551.1	O15116	0.022054696	0
AIK28875.1	Q5T0D9	2.0023267e-06	0
AFD22131.1	Q6PEV8	0.003063111	0
NP_066874.1	Q9NR50	0.00035246313	0
AP_000243.1	Q9BQ95	0.00056318345	0
AEV55032.1	P81277	2.4674902e-05	0
AAD21384.1	Q9H5L6	0.90233386	1
YP_067983.1	Q6P587	0.18919173	0
YP_068279.1	O00626	0.14225768	0
YP_068189.1	Q9C000	5.402134e-08	0
CAP08067.1	Q9ULV3	0.00073814887	0
YP_068324.1	P04553	6.4260917e-07	0
YP_010113405.1	Q6UXL0	0.00041658682	0
CAP08188.1	P43631	5.38704e-05	0
YP_009513245.1	Q7L1I2	0.0004503055	0
YP_009915698.1	Q9UF47	2.7482736e-06	0
YP_209231.1	Q9H869	1.8529172e-05	0
YP_009703060.1	Q8IZP7	4.7007443e-06	0
YP_009703080.1	Q9H869	0.001507873	0
NP_041244.1	P04141	5.5434175e-06	0
AAD21379.1	P54274	0.05896346	0
YP_010113342.1	Q7RTS3	1.9101684e-05	0
YP_214106.1	Q9UHB4	6.554703e-05	0
YP_008145323.1	Q86VD7	8.260317e-07	0
CAP08151.1	Q9NQP4	4.4832468e-05	0
YP_009505577.1	Q50LG9	0.00022914243	0
CAP08134.1	Q69YL0	0.0016275399	0
YP_008136236.1	Q9NX76	1.6016611e-05	0
AFD22048.1	Q16655	0.002349281	0
YP_009109580.1	Q96FT9	0.0052739717	0
YP_008493012.1	Q9HAD4	0.0005604759	0
AEV55030.1	P22033	0.0302704	0
YP_004895385.1	Q9H6V9	1.7857367e-06	0
YP_009344937.1	Q6XPR3	1.2852075e-05	0
YP_005296359.1	Q5VTD9	1.6154237e-07	0
AEV55014.1	Q96K75	4.6703397e-10	0
YP_009703104.1	P17026	5.3629396e-06	0
YP_009703079.1	Q6SA08	0.0055073025	0
YP_068221.1	P21741	7.830758e-06	0
NP_108663.1	O15146	0.0003381712	0
YP_009344954.1	Q9BVQ7	0.04335296	0
YP_005296202.1	Q13258	3.1941028e-08	0
YP_009344863.1	Q8IU54	1.6509353e-05	0
YP_009703086.1	P27352	0.47228006	0
AER30025.1	Q13356	0.00013103255	0
YP_009223.1	Q9Y240	2.0084768e-05	0
CAP08133.1	Q4G0W2	0.00021520883	0
YP_007985638.1	O14718	4.6063067e-10	0
YP_173334.1	P01589	1.4136992e-06	0
NP_570218.1	P18433	0.32748565	0
YP_010113276.1	Q7Z4P5	3.7642547e-08	0
AP_000057.1	Q9C0D3	0.073529296	0
AFD21873.1	Q96I27	1.4811153e-05	0
CAP08170.1	O43290	0.000101219666	0
AEV54968.1	Q96FF9	0.00028568268	0
YP_009109625.1	Q9NS67	1.5447961e-09	0
YP_067943.1	Q9NQV7	9.4787276e-05	0
ACN89780.1	O00273	9.707496e-06	0
NP_570782.1	Q969T9	0.28662935	0
NP_570292.1	P50591	1.2714615e-06	0
YP_009449556.1	Q6J9G0	0.00026962746	0
AIY35061.1	Q13356	0.033609148	0
YP_001033980.1	Q9ULJ3	3.4531029e-06	0
YP_068132.1	Q8WTR2	7.062771e-08	0
AFW97367.1	Q7Z4P5	0.00088707014	0
YP_010097657.1	O94876	2.8877465e-05	0
YP_009824980.1	Q7Z624	1.2780954e-07	0
YP_182406.1	Q9C0D3	0.002615996	0
AP_000619.1	A0A5B9	2.0125633e-06	0
YP_068234.1	Q8IYA7	4.775371e-06	0
YP_008492961.1	P04003	0.0015264744	0
YP_009021874.1	Q6N043	5.108452e-07	0
YP_182349.1	Q9BYE2	5.9544695e-06	0
AAW02838.1	Q9UNA1	7.5308335e-06	0
YP_008520243.1	Q3MIP1	3.031597e-06	0
YP_009252295.1	Q9NWU5	0.95328027	1
YP_173330.1	P47985	2.6743837e-06	0
YP_170705.1	Q9NQV7	5.201706e-05	0
YP_009703136.1	Q5TA89	5.202857e-07	0
NP_066873.1	Q16820	3.819062e-06	0
NP_570308.1	Q15306	0.005505054	0
YP_009344951.1	Q9NZQ7	0.010795979	0
BAA82945.1	O00584	0.0003588507	0
YP_003587832.1	Q6WRX3	0.32065794	0
YP_173331.1	Q9BRP4	5.955049e-06	0
AFD22140.1	Q9P2J2	0.0002557454	0
YP_068285.1	Q9NQS3	6.386202e-05	0
YP_009109621.1	P04141	2.6582268e-06	0
YP_009344849.1	Q6DWJ6	1.2589874e-07	0
YP_009109624.1	Q9P2K2	5.3758386e-06	0
YP_010113421.1	Q9ULD4	5.4564034e-06	0
NP_066909.1	P51170	3.5130083e-06	0
YP_010097696.1	P18075	6.5006994e-08	0
YP_010097627.1	P04003	1.7215065e-07	0
AIB07798.1	Q15699	5.118327e-07	0
AFD97610.1	Q7L0J3	8.243557e-08	0
YP_009094040.1	P02790	5.3146803e-08	0
YP_214084.1	P04003	4.5233965e-06	0
YP_007985669.1	Q05209	0.9982528	1
YP_068284.1	P29536	0.13448419	0
NP_597698.1	Q86YJ6	0.48258767	0
YP_010097128.1	O96007	3.9234368e-07	0
AEV55064.1	P51816	0.000247864	0
YP_009126912.1	Q7RTR0	3.7456445e-07	0
YP_005296205.1	Q9NNX1	0.008328396	0
YP_009703107.1	O43914	0.0029823952	0
AAD43256.1	Q9HBE4	0.09753821	0
YP_009703164.1	O94952	7.791494e-06	0
AAD43255.1	Q96PC5	0.17354165	0
YP_001033971.1	Q7Z4H3	1.5450287e-05	0
YP_001648804.1	Q96FF9	0.00040560705	0
YP_009199244.1	Q9NQ38	1.6302142e-06	0
YP_214048.1	P35321	9.5822405e-05	0
AFD22034.1	Q7Z6G8	1.968261e-06	0
AFD22001.1	Q10587	0.28642142	0
AEV55081.1	O60479	0.029954102	0
YP_009094440.1	Q9BRR9	0.06306547	0
YP_001033987.1	Q6AI12	0.0010773158	0
NP_108652.1	P31639	4.3738666e-05	0
BAA82937.1	P21741	1.1773926e-05	0
YP_003587830.1	P57739	1.614009e-05	0
NP_066888.1	Q96AG3	1.5954534e-05	0
AIY35105.1	P05451	1.8782622e-06	0
YP_010097664.1	P22531	9.259023e-07	0
NP_570183.1	P46597	1.10739336e-07	0
YP_009344845.1	Q7Z3D6	0.0017008245	0
YP_010113319.1	Q8ND24	0.00015252686	0
ABG89311.1	Q9Y223	1.1107046e-05	0
YP_009703187.1	P29376	2.091207e-07	0
AAA47734.1	O15519	0.00034852265	0
YP_009703123.1	A5PKW4	0.00010481019	0
YP_009703083.1	P04141	1.1372034e-06	0
NP_570294.1	P19484	5.8694884e-08	0
YP_182407.1	Q9BY15	6.135025e-07	0
YP_214143.1	Q5GH72	4.8864845e-06	0
NP_570744.1	Q7Z624	1.1257638e-07	0
YP_009703194.1	P29536	0.011210243	0
YP_068311.1	Q8TF62	2.1895481e-07	0
YP_214094.1	Q6ZVZ8	5.2314986e-06	0
YP_182343.1	Q5EB52	4.4764265e-06	0
ADE18855.1	O94952	0.042350166	0
NP_066881.1	Q6P1Q9	9.007366e-05	0
YP_004123735.1	Q13356	0.5071975	1
ABI74616.1	P47985	1.632573e-05	0
YP_009344855.1	P46597	7.559711e-05	0
YP_068120.1	O76041	0.0028850453	0
YP_010113312.1	P22001	3.7116538e-07	0
AEV55086.1	Q9H4Z3	8.8511473e-07	0
YP_005296350.1	Q3MIP1	0.087923385	0
YP_008136234.1	A1IGU5	4.221701e-05	0
AEV55084.1	Q15468	4.4613407e-06	0
YP_010097116.1	Q96FF9	7.663026e-07	0
AP_000364.1	P52945	0.1134396	0
ACU27453.1	Q5T5J6	0.023066463	0
YP_068161.1	P41271	9.957932e-05	0
YP_003587920.1	Q8TF50	1.3619695e-06	0
YP_010097650.1	P50458	4.918296e-07	0
YP_004857847.1	Q9UEF7	9.85572e-06	0
YP_009703118.1	O60704	7.0007667e-07	0
AP_000045.1	P01127	6.731983e-06	0
AIB07812.1	Q96L15	0.00014851015	0
YP_009505799.1	Q13163	0.0029219352	0
YP_010097699.1	Q8N4P6	0.0007044325	0
AEV55074.1	P51636	0.043305863	0
AEV55060.1	P15918	2.3973413e-05	0
AHM88405.1	P50458	0.001061136	0
YP_010097655.1	Q96AN5	7.172434e-08	0
AFD21950.1	P00995	0.0002799661	0
ACN89713.1	Q92625	9.362911e-06	0
AP_000620.1	Q9BRG2	0.06433681	0
YP_068373.1	P22460	2.4279369e-05	0
YP_005296203.1	Q8WV16	0.0043805335	0
YP_009344908.1	Q6P531	0.00020172262	0
YP_009094436.1	Q9P2U8	1.747766e-07	0
YP_008493022.1	Q8ND71	4.8076913e-06	0
YP_009408606.1	Q5JWF8	4.0942126e-07	0
YP_009252237.1	Q8WU17	0.023692373	0
YP_182399.2	O15455	1.1517766e-08	0
YP_182401.1	P04003	0.008995655	0
YP_214097.1	Q8TBB5	3.4403788e-06	0
YP_009109571.1	Q5VVH2	0.00016950011	0
YP_009021876.1	Q96C24	9.429131e-06	0
YP_009552122.1	O00292	1.3639283e-06	0
YP_008493008.1	P07202	1.581663e-05	0
YP_009667150.1	Q9NQX0	0.00021512431	0
CAP08179.1	P35326	4.6214577e-06	0
YP_009252370.1	O15146	1.2831997e-06	0
AEV55051.1	Q6N043	8.254149e-06	0
YP_004895378.1	Q8IZ41	0.30504566	0
NP_044200.1	Q8N9F7	0.001570393	0
ACN89741.1	Q6WN34	1.2208722e-06	0
YP_009703084.1	C9JBD0	9.7327524e-05	0
CAP08189.1	Q7Z4V5	9.288321e-05	0
YP_010113337.1	Q50LG9	0.00015586415	0
ACN89753.1	Q8NFT8	1.9765582e-06	0
YP_009109622.1	Q13206	0.00069052237	0
YP_004123739.1	P47985	0.0021155232	0
YP_009109596.1	Q99551	1.7882618e-05	0
AAA61406.1	Q99954	2.690459e-07	0
AP_000624.1	Q13790	0.0009512687	0
YP_003587834.1	O94876	0.021344073	0
BAA82938.1	Q9NUJ7	3.4747968e-06	0
YP_008493001.1	Q5EB52	7.75508e-06	0
YP_009252275.1	O95096	4.0785673e-09	0
YP_008493024.1	P43088	3.1269953e-10	0
YP_009252246.1	Q9NS66	1.8273223e-08	0
YP_009703098.1	Q9HAD4	0.0003472897	0
AFD21969.1	P23469	6.7997253e-06	0
NP_570163.1	P19532	0.0007585382	0
NP_068674.1	Q6NUS6	0.00012613591	0
YP_005296339.1	O60870	1.7927535e-07	0
AAT95218.1	O15440	2.1629346e-06	0
YP_068301.1	P24071	1.270727e-06	0
YP_067915.1	Q7L0J3	5.0109117e-07	0
YP_004680223.1	Q9UHC1	0.999559	1
YP_009703087.1	Q9UGJ1	8.450912e-06	0
CAP08087.1	A8K855	3.6616414e-06	0
YP_009344936.1	A8MTL9	4.527979e-05	0
YP_214032.1	Q99954	6.1377623e-06	0
YP_009703065.1	Q495A1	1.8704204e-05	0
NP_066866.1	Q0VF96	0.25367084	0
AIY35090.1	Q9Y2H0	1.8668047e-06	0
YP_010113422.1	Q96RL6	0.0024450065	0
AFL47807.1	Q9UDX3	1.2602667e-05	0
YP_009207.1	Q9H1B7	6.197291e-05	0
YP_009703113.1	Q9BRY0	4.2882021e-07	0
YP_008492985.1	Q5VVH2	1.2263238e-05	0
CAP08077.1	P51957	0.00040170428	0
YP_068169.1	O43502	0.002164498	0
YP_009703166.1	Q7Z3D6	0.031132285	0
YP_010113402.1	Q9Y3C0	8.890945e-06	0
AAW02842.1	P12645	4.3604608e-08	0
CAP08128.1	Q9GZY6	0.00066247926	0
YP_009252231.1	O15530	1.5356245e-05	0
YP_010113254.1	Q5TC79	4.557294e-05	0
BAA82947.1	Q9H116	1.5475503e-05	0
YP_001294939.1	Q8N8H1	1.1901275e-06	0
AFW97358.1	P17181	7.841321e-05	0
AEV54967.1	Q96RU2	0.00118166	0
AIT11905.1	O14490	0.000131806	0
NP_041248.1	Q96CM8	1.5821639e-08	0
YP_010097675.1	P20273	1.3200988e-05	0
YP_010097099.1	Q9UEE9	8.625279e-05	0
YP_009344839.1	P38606	0.014928548	0
CAP08172.1	P15918	7.821465e-06	0
YP_182392.1	Q8WTT2	0.18146212	0
YP_007518077.1	P23786	2.6341258e-05	0
NP_044196.1	Q8N3U4	0.74285483	1
YP_010113364.1	P09629	2.9921405e-06	0
YP_214130.1	Q9H8X2	0.006696406	0
AAW02839.1	Q9Y448	0.020962974	0
YP_009344895.1	P14406	0.0003573159	0
YP_009553487.1	Q9UBK2	1.8989527e-05	0
YP_214136.1	O00584	5.646523e-06	0
YP_009553485.1	Q96RL6	0.09914913	0
NP_570802.1	P36269	0.035063855	0
YP_717905.1	P41968	0.00020704912	0
YP_068372.1	A1IGU5	9.066873e-06	0
YP_009505550.1	Q9UNA1	0.0002450952	0
AIB07805.1	P04553	5.6434974e-06	0
AEV55023.1	Q9NZP8	0.26383874	0
AGA15836.1	Q8N3C7	0.00047555665	0
CAP08057.1	Q9UHP3	0.0005737911	0
AFD21983.1	Q6P988	1.9073614e-05	0
AAF19385.2	Q13241	1.8601423e-08	0
CAP08180.1	Q9UEF7	3.082693e-06	0
YP_009924330.1	Q9BZE9	7.830128e-05	0
NP_066883.1	P09683	4.8549806e-05	0
YP_068137.1	Q9NQW5	3.2416116e-05	0
YP_010097680.1	Q9NQH7	1.1078588e-05	0
YP_004123745.1	P08253	1.0661543e-06	0
YP_010097107.1	P11117	1.7030156e-05	0
YP_009507377.1	Q8N456	1.5422563e-08	0
YP_009109618.1	Q96GX5	2.7785852e-08	0
YP_009703200.1	Q8N5L8	7.768365e-07	0
YP_068115.1	O15297	7.851195e-06	0
ACN89776.1	P46736	0.0073950924	0
YP_068114.1	O95760	0.00015712493	0
YP_009206.1	P26678	6.883205e-07	0
YP_214083.1	P14598	0.80087113	1
YP_067973.1	Q96MH2	0.23160318	0
YP_067906.1	Q9H0P0	0.0005787862	0
YP_004013957.1	A1IGU5	5.753247e-05	0
YP_009333210.1	O75448	0.0015578408	0
YP_009252253.1	Q9H756	2.1065674e-08	0
YP_009222.1	Q8IZP7	9.6442556e-05	0
YP_009513026.1	P20273	0.00015649901	0
AAC64686.1	Q9BS40	0.022753755	0
AP_000241.1	P51449	0.32415116	0
YP_009217.1	Q8WU17	0.36153355	0
YP_009703082.1	P57739	1.42082645e-05	0
ACN89701.1	P22001	2.3999501e-08	0
AAY68303.1	P18433	0.043611664	0
NP_570172.1	P54274	0.00016236489	0
CAP08166.1	Q9BS40	0.01929355	0
ACN89706.1	Q9NNX1	0.009101868	0
ABI74615.1	Q5GH72	2.6285334e-06	0
YP_010113329.1	Q96EQ8	0.13243687	0
AFD22146.1	A2RUB6	0.035996124	0
AAD21330.1	Q13241	1.6766565e-08	0
ACN89684.1	Q9BWT3	0.00092524156	0
YP_009552099.1	Q6KF10	7.8306596e-07	0
YP_182387.1	Q7RTR0	2.074232e-05	0
YP_068307.1	Q9UK73	0.042704213	0
YP_003896053.1	O95711	0.0018638985	0
AAT95217.1	O15455	1.5973224e-07	0
ACN89708.1	Q5TEU4	1.618903e-07	0
YP_007518068.1	P21246	1.8703384e-05	0
YP_010097115.1	Q6P587	6.3173093e-06	0
AP_000061.1	P98174	5.1458846e-05	0
YP_010097694.1	Q96PT4	1.1036632e-07	0
YP_010097648.1	Q96LW7	0.40714234	0
YP_010097133.1	Q96EP9	2.028074e-07	0
YP_009449560.1	Q8NCD3	0.8021925	1
YP_003587829.1	O43502	0.001025997	0
YP_214096.1	P78562	0.0094816275	0
YP_214021.1	O15440	4.6071823e-06	0
AFD21944.1	O95696	0.00013361889	0
NP_570282.1	Q8WTT2	9.333425e-05	0
CAP08121.1	O00461	0.0013121619	0
AP_000608.1	P30556	6.2909194e-08	0
AP_000234.1	P22004	3.5414016e-07	0
YP_009054986.1	Q9GZY6	6.847221e-07	0
AFL47806.1	P32249	1.1841668e-10	0
NP_570302.1	Q96K75	1.0193262e-06	0
AFL47801.1	Q8NCD3	0.00014218624	0
YP_009703099.1	P09629	0.00030265268	0
AP_000056.1	P32249	3.771468e-09	0
YP_009703076.1	Q9Y3C0	0.000101466285	0
AAD21368.1	Q9NRP7	0.018373843	0
AEV55039.1	Q8N9F7	0.00017894214	0
YP_182339.1	P34820	3.7296377e-05	0
YP_068167.1	Q6N043	2.3549639e-07	0
YP_009208.1	Q8IZI9	7.901265e-06	0
YP_182357.1	Q9BRR6	0.0005157388	0
YP_009111411.1	P23786	0.136167	0
AFD21904.1	Q9BY71	5.5748063e-07	0
YP_010097119.1	Q6P531	8.061262e-08	0
BAA82934.1	Q96CG8	0.00786912	0
YP_068100.1	Q9UHB4	7.249537e-07	0
AP_000337.1	Q9H5L6	0.037234332	0
AEV54961.1	Q9BUY7	0.0002452198	0
ACN89728.1	Q8TEV9	6.238405e-05	0
YP_009703108.1	Q6NT89	3.2625992e-06	0
BAA82930.1	Q8IXL7	0.002968505	0
YP_009513221.1	P43628	1.3614695e-06	0
YP_068179.1	Q9H9A5	1.0842048e-05	0
YP_009337827.1	P41220	0.0006004442	0
AAA47562.1	Q9BQY9	0.007034757	0
NP_108676.1	Q9BYN7	4.0339473e-06	0
YP_005296285.1	Q9BY12	7.7952545e-06	0
YP_182360.1	Q2HXU8	6.518419e-05	0
AEV55020.1	O75379	1.3095349e-05	0
AEV55049.1	Q969F1	0.0004022384	0
YP_009344897.1	Q9Y3C0	4.9415292e-05	0
NP_598362.1	Q9HAW4	0.0550815	0
CAP08120.1	B9A014	0.0086772535	0
NP_570798.1	Q9Y576	0.0007111368	0
AFD22080.1	Q9UGI6	0.010809259	0
YP_006589918.1	P22531	5.4171458e-05	0
AFD22099.1	Q9NR50	0.06263368	0
AEV55024.1	P28328	4.8253432e-06	0
YP_008492967.1	Q0VF96	0.9036935	1
AP_000233.1	Q86SQ7	0.9434507	1
YP_009703069.1	Q969T9	0.00030793122	0
YP_009109734.1	Q9BY19	2.5754248e-06	0
YP_068320.1	Q5T2D2	0.00013121509	0
YP_009094041.1	Q96QE5	6.166448e-05	0
AFD22066.1	Q50LG9	3.7935138e-06	0
YP_007985639.1	O15297	0.00018804774	0
YP_008520233.1	O15530	1.1160617e-07	0
NP_044195.1	Q9BRP4	2.7116378e-06	0
YP_001033970.1	Q16270	0.068919316	0
